record_id,title,authors,year,venue,doi,url,citation,pub_type,peer_reviewed
rec_00702,1- bit Reconfigurable Intelligent Surface for Single-and Multi-beam Steering Applications,"Deepak, Akhila Gouda, Saptarshi Ghosh",2025,"2025 Third International Conference on Microwave, Antenna and Communication (MAC)",10.1109/MAC64480.2025.11140492,https://doi.org/10.1109/MAC64480.2025.11140492,,,
rec_00158,"1000-Channel Integrated Optical Phased Array with 180° Field of View, High Resolution and High Scalability","Yong Liu, Xiansong Meng",-,,arXiv:2508.19977,-,,,
rec_00585,2-Bit RIS Prototyping Enhancing Rapid-Response Space-Time Wavefront Manipulation for Wireless Communication: Experimental Studies,"Yufei Zhao, Yuan Feng, Afkar Mohamed Ismail, Ziyue Wang, Y. L. Guan, Yongxin Guo, Chau Yuen",2024,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2024.3439558,https://doi.org/10.1109/OJCOMS.2024.3439558,,,
rec_00040,6G INTEGRATED SENSING AND COMMUNICATION -SENSING ASSISTED ENVIRONMENTAL RECONSTRUCTION AND COMMUNICATION,"Zhi Zhou, Xianjin Li, Jia He, Xiaoyan Bi, Yan Chen, Guangjian Wang, Peiying Zhu",-,,10.1109/icassp49357.2023.10096544,-,,,
rec_00033,A Beam-scannable photonic THz-ISAC system based on Risley prisms,"Zhidong Lyu, Lu Zhang, Hongqi Zhang, Zuomin Yang, Hang Yang, Changming Zhang, Vjačeslavs Bobrovs, Xiaodan Pang, Oskars Ozolins, Xianbin Yu",-,,10.1109/acp/poem59049.2023.10368958,-,,,
rec_00017,A Cluster-Based Statistical Channel Model for Integrated Sensing and Communication Channels,"Zhengyu Zhang, Ruisi He, Bo Ai, Mi Yang, Yong Niu, Zhangdui Zhong, Yujian Li, Xuejian Zhang, Jing Li",2024,,10.1109/twc.2024.3383594,-,,,
rec_00064,A Computational Signal Algebra Framework for Microwave Photonics Radar Integrated Sensing and Communications,"Cesar Aceros, Juan Valera, Yvonne Aviles, Domingo Rodriguez",-,,10.1109/icaccs60874.2024.10716942,-,,,
rec_00120,"A contemporary survey on free space optical communication: Potentials, technical challenges, recent advances and research direction","Abu Jahid, Mohammed H Alsharif, Trevor J Hall",2022,,10.1016/j.jnca.2021.103311,-,,,
rec_00604,A Deep Reinforcement Learning Framework for Joint Bs and Beyond Diagonal Ris Beamforming Design in Isac Systems,"M. Rahimi, S. Sobhi-Givi, M. Nouri, H. Behroozi, Murat Uysal",2025,Iran Workshop on Communication and Information Theory,10.1109/IWCIT67595.2025.11073027,https://doi.org/10.1109/IWCIT67595.2025.11073027,,,
rec_00398,A Dual-Function Radar-Communication System Empowered by Beyond Diagonal Reconfigurable Intelligent Surface,"Bowen Wang, Hongyu Li, Shanpu Shen, Ziyang Cheng, B. Clerckx",2023,IEEE Transactions on Communications,10.1109/TCOMM.2024.3447917,https://doi.org/10.1109/TCOMM.2024.3447917,,,
rec_00612,A Dynamic Subarray Structure in Reconfigurable Intelligent Surfaces for TeraHertz Communication Systems,"Yicong Liu, Weijie Li, Zihuai Lin",2022,IEEE Conference on Standards for Communications and Networking,10.1109/CSCN57023.2022.10051051,https://doi.org/10.1109/CSCN57023.2022.10051051,,,
rec_00096,A Feasibility Study on Integrated Sensing and Communication in Cooperative Network,"Xia Shen, Hujun Li, Yuan Wang, Zhiqing Wei, Zhiyong Feng, Zhiqin Wang",-,,10.1109/wocc55104.2022.9880583,-,,,
rec_00372,A Multi-Functional Reconfigurable Intelligent Surface with Integrated Sensing Capability,"M. B. Sahin, O. Civi",2024,2024 IEEE International Symposium on Antennas and Propagation and INC/USNC‐URSI Radio Science Meeting (AP-S/INC-USNC-URSI),10.1109/AP-S/INC-USNC-URSI52054.2024.10686983,https://doi.org/10.1109/AP-S/INC-USNC-URSI52054.2024.10686983,,,
rec_00048,A Novel Geometry-Based Stochastic Channel Model in Integrated Sensing and Communication Scenarios,"Yunwei Jin, Bo Ai, Haoxiang Zhang, Bincheng Liu, Yujian Li, Jing Li, Ruisi He, Tong Wu",2024,,10.1109/lwc.2024.3401482,-,,,
rec_00473,A Novel Reconfigurable Intelligent Surface for Wide-Angle Passive Beamforming,"Junhui Rao, Yujie Zhang, Shiwen Tang, Zan Li, Shanpu Shen, Chi-Yuk Chiu, R. Murch",2022,IEEE transactions on microwave theory and techniques,10.1109/TMTT.2022.3195224,https://doi.org/10.1109/TMTT.2022.3195224,,,
rec_00213,A Photonics-Aided Integrated Sensing and Communication System in the W-Band Based on Integrated Waveforms,"Wenzhong He, Wen Zhou, Jiaxuan Liu, Xiongwei Yang, Yi Wei, Kaihui Wang, Jianjun Yu",-,"Wen and yu, jianjun, A Photonics-Aided Integrated Sensing and Communication System in the W-Band Based on Integrated Waveforms",10.2139/ssrn.4591576,-,,,
rec_00093,A Photonics-Assisted D-Band ISAC System Based on A Time-Frequency Efficient Waveform,"Junhao Zhang, Qing Zhong, Yuancheng Cai, Mingzheng Lei, Jiao Zhang, Xingyu Chen, Hao Li, Zhennan Zheng, Jianjun Yu, Qingzhi Zhou, Bingchang Hua, Min Zhu",-,,10.1109/acp/ipoc63121.2024.10809716,-,,,
rec_00666,A Real-Time Antenna Selection Approach in an RIS-Assisted MIMO Radar,"A. Ajorloo, F. Colone",2025,International Radar Symposium,10.23919/irs64527.2025.11046119,https://doi.org/10.23919/irs64527.2025.11046119,,,
rec_00385,A Reconfigurable Intelligent Surface Aided Dual-Function Radar and Communication System,"Shucheng Yan, Shu Cai, Wenchao Xia, Jun Zhang, Shuqiang Xia",2022,International Symposium on Joint Communications & Sensing,10.1109/JCS54387.2022.9743509,https://doi.org/10.1109/JCS54387.2022.9743509,,,
rec_00547,A Reconfigurable Intelligent Surface Using a 2-Bit Programmable Metasurface for Communications,"J. Hodge, Thomas G. Spence, A. Zaghloul",2021,2021 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (APS/URSI),10.1109/APS/URSI47566.2021.9703874,https://doi.org/10.1109/APS/URSI47566.2021.9703874,,,
rec_00687,A Reconfigurable Intelligent Surface With Surface-Wave Assisted Beamforming Capabilities,"V. G. Ataloglou, G. Eleftheriades",2025,IEEE Transactions on Antennas and Propagation,10.1109/TAP.2025.3565007,https://doi.org/10.1109/TAP.2025.3565007,,,
rec_00193,A review of dielectric optical metasurfaces for wavefront control,"Seyedeh Mahsa Kamali, Ehsan Arbabi, Amir Arbabi, Andrei Faraon",2018,Nanophotonics,10.1515/nanoph-2017-0129,https://doi.org/10.1515/nanoph-2017-0129,,,
rec_00121,A review of liquid crystal spatial light modulators: devices and applications,"Andrew Forbes, Liangcai Cao, Wagner Tavares Buono, Dongliang Tang, Zhenglong Shao, Xin Xie, Yingjie Zhou, Xiaohu Zhang, Fan Fan, Shuangchun Wen, Weijia Meng, Yilin Hua, Ke Cheng, Baoli Li, Tingting Liu, Qinyu Chen, Haitao Luan, Min Gu, Xinyuan Fang, Yan Xing, Xing-Yu Lin, Lin-Bo Zhang, Yun-Peng Xia, Han-Le Zhang, Hong-Yu Cui, Shuang Li, Tong-Yu Wang, Hui Ren, Di Wang, Huan Deng, Qiong-Hua Wang, Yiqian Yang",2023,,10.29026/oes.2023.230026,-,,,
rec_00221,A review of phase-change materials and their potential for reconfigurable intelligent surfaces,"Randy Matos, Nezih Pala",2023,Micromachines,10.3390/mi14061259,https://doi.org/10.3390/mi14061259,,,
rec_00545,A RIS-Based Passive DOA Estimation Method for Integrated Sensing and Communication System,"Zhimin Chen, Ziyu Guo, Xianbin Wang",2022,-,10.1109/tits.2023.3330172,-,,,
rec_00037,A RIS-Based Vehicle DOA Estimation Method With Integrated Sensing and Communication System,"Zhimin Chen, Peng Chen, Ziyu Guo, Yudong Zhang, Xianbin Wang",2024,,10.1109/tits.2023.3330172,-,,,
rec_00628,A Standardization Framework for Channel Modeling in RIS-Assisted Integrated Sensing and Communication Systems,"Junpeng Lou, Chuangxin Jiang, Xianghui Han, Xinhui Wang",2024,IEEE Communications Standards Magazine,10.1109/MCOMSTD.0001.2400033,https://doi.org/10.1109/MCOMSTD.0001.2400033,,,
rec_00457,A State-of-the-Art Survey on IRS-NOMA for Integrated Sensing and Communication,"S. Sur, Arun Kumar Singh, H. Q. Tran, Pradeep Vishwakarma, A. Imoize, Chun-Ta Li",2024,IEEE Access,10.1109/ACCESS.2024.3512998,https://doi.org/10.1109/ACCESS.2024.3512998,,,
rec_00190,"A Survey on Hybrid Free Space Optical and Radio Frequency Systems: Classification, Progress, Observations and Challenges","Heyam Hassan, Saud Althunibat, Amneh Al-Mbaideen, Mazen Hasna, Khalid Qaraqe",2025,IEEE Access,10.1109/access.2025.3558500,-,,,
rec_00258,"A Survey on Integrated Sensing and Communication With Intelligent Metasurfaces: Trends, Challenges, and Opportunities","Ahmed Magbool, Vaibhav Kumar, Qingqing Wu, M. Di Renzo, M. Flanagan",2024,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2025.3594049,https://doi.org/10.1109/OJCOMS.2025.3594049,,,
rec_00399,"A Survey on Integrated Sensing and Communication: Integrated System of RIS, UAV, Multiple Access","Donghyun Lee, Yunseong Lee, Chihyun Song, Junsuk Oh, The-Vi Nguyen, Sungrae Cho",2025,Digital Signal Processing and Signal Processing Education Workshop,10.1109/ICAIIC64266.2025.10920855,https://doi.org/10.1109/ICAIIC64266.2025.10920855,,,
rec_00669,A TDDPG-Based Joint Optimization Method for Hybrid RIS-Assisted Vehicular Integrated Sensing and Communication,"Xinren Wang, Zhuoran Xu, Qin Wang, Yiyang Ni, Haotai Zhao",2025,Electronics,10.3390/electronics14152992,https://doi.org/10.3390/electronics14152992,,,
rec_00558,A Tensor-Based Signal Processing for ISAC Using C-DRCNN in RIS-Assisted mmWave MIMO-OFDM Systems,"Jianhe Du, Miaomiao He, Jingjing He, Jianbo Liu, Libiao Jin, Yalin Guan",2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3412209,https://doi.org/10.1109/JIOT.2024.3412209,,,
rec_00059,A Three-Stage Physics-Driven Transmission Scheme for Integrated Sensing and Communication Systems With Noisy Angular Information,"Huangyun Su, Lixiang Lian, Kaixuan Huang, Shunqing Zhang",-,,10.1109/lwc.2025.3571729,-,,,
rec_00680,A UCA-Based Orbital Angular Momentum Solution for Integrated Sensing and Communication Systems,"Yihong Zheng, Shumin Wang, Xinghe Chu, Wei Zheng, Zhiqun Hu, Zhaoming Lu",2025,IEEE Wireless Communications and Networking Conference,10.1109/WCNC61545.2025.10978409,https://doi.org/10.1109/WCNC61545.2025.10978409,,,
rec_00094,A Unified Waveform for Optical Wireless Integrated Sensing and Communication,"Minghua Cao, Ying Wang, Yue Zhang, Daqing Gao, Hongtao Zhou",-,,10.1109/acp55869.2022.10088865,-,,,
rec_00009,A Wideband Reconfigurable Reflective Metasurface,"Jiachen Du, Chi Hou Chan, Baiyang Liu, Qingfeng Zhang",-,,10.1109/gsmm61775.2024.10552921,-,,,
rec_00432,Achievable Sum Secrecy Rate of STAR-RIS-Enabled MU-MIMO ISAC,"Ainara Kazymova, Vaibhav Kumar, Christina Popper, Marwa Chafii",2025,-,10.1109/iccworkshops67674.2025.11162192,-,,,
rec_00708,Active and Passive Beamforming for STAR-RIS Aided ISAC in IoT Networks,"Sili Wu, Shuyan Hu, Zaichuan Zhang, Xin Wang",2024,International Conference on Wireless Communications and Signal Processing,10.1109/WCSP62071.2024.10827223,https://doi.org/10.1109/WCSP62071.2024.10827223,,,
rec_00742,Active IRS-Enabled Integrated Sensing and Communication: Extending Sensing Coverage to Non-Line-of-Sight Areas,"Song Fan, Huan Zhang, Yu Sun, Hu Jin",2024,2024 IEEE 100th Vehicular Technology Conference (VTC2024-Fall),10.1109/VTC2024-Fall63153.2024.10757627,https://doi.org/10.1109/VTC2024-Fall63153.2024.10757627,,,
rec_00730,Active IRS-Enabled Integrated Sensing and Communications with Extended Targets,"Yuan Fang, Xianxin Song, Huazhou Hou, Ziguo Zhong, Xianghao Yu, Jie Xu, Yongming Huang",2025,arXiv.org,10.48550/arXiv.2508.00379,https://doi.org/10.48550/arXiv.2508.00379,,,
rec_00218,Active optical phased array integrated within a micro-cantilever,"Sylvain Guerber, Daivid Fowler, Laurent Mollard, Christel Dieppedale, Gwenael Le Rhun, Antoine Hamelin, Jonathan Faugier-Tovar, Kim Abdoul-Carime",2024,Communications Engineering,10.1038/s44172-024-00224-1,https://doi.org/10.1038/s44172-024-00224-1,,,
rec_00279,Active Reconfigurable Intelligent Surface-Assisted MISO Integrated Sensing and Communication Systems for Secure Operation,"A. A. Salem, Mahmoud H. Ismail, A. Ibrahim",2023,IEEE Transactions on Vehicular Technology,10.1109/TVT.2022.3227319,https://doi.org/10.1109/TVT.2022.3227319,,,
rec_00343,Active RIS Aided Integrated Sensing and Communication Systems,"Zhiyuan Yu, Gui Zhou, Hong Ren, Cunhua Pan, Boshi Wang, M. Dong, Jiangzhou Wang",2023,arXiv.org,10.48550/arXiv.2302.08934,https://doi.org/10.48550/arXiv.2302.08934,,,
rec_00677,Active RIS versus passive RIS: Which demonstrates advantages in ISCPT systems?,"Zizhou Zheng, Boshi Wang, Zhiyuan Yu, Hong Ren",2024,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC62479.2024.10681751,https://doi.org/10.1109/ICCC62479.2024.10681751,,,
rec_00355,Active RIS-Aided ISAC Systems: Beamforming Design and Performance Analysis,"Zhiyuan Yu, Hong Ren, Cunhua Pan, Gui Zhou, Boshi Wang, M. Dong, Jiangzhou Wang",2023,IEEE Transactions on Communications,10.1109/TCOMM.2023.3332856,https://doi.org/10.1109/TCOMM.2023.3332856,,,
rec_00326,Active RIS-Assisted Integrated Sensing and Communication Systems: Joint Receive-Transmit Beamforming and Reflection Design,"Yuantong Zhang, Junzhe Lin, Yifeng Zhao, Lianfen Huang, Zhibin Gao, Guozhen Xu",2024,2024 IEEE 100th Vehicular Technology Conference (VTC2024-Fall),10.1109/VTC2024-Fall63153.2024.10758062,https://doi.org/10.1109/VTC2024-Fall63153.2024.10758062,,,
rec_00590,Active STAR-RIS-Enabled ISAC Networks Against Simultaneous Eavesdropping and Detection Attacks,"Zhipeng Liu, Xi Li, Hong Ji, Heli Zhang",2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3534290,https://doi.org/10.1109/JIOT.2025.3534290,,,
rec_00671,Active-RIS-Aided Covert Communications in NOMA-Inspired ISAC Systems,"Miaomiao Zhu, Feng Lu, Xueyu Kang, Peng Chen, Gaofeng Pan, Hongwu Liu",2024,2024 IEEE/CIC International Conference on Communications in China (ICCC Workshops),10.1109/ICCCWorkshops62562.2024.10693815,https://doi.org/10.1109/ICCCWorkshops62562.2024.10693815,,,
rec_00192,Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",2024,GLOBECOM 2024-2024 IEEE Global Communications Conference,10.1109/GLOBECOM52923.2024.10901628,https://doi.org/10.1109/GLOBECOM52923.2024.10901628,,,
rec_00445,AI-Enabled STAR-RIS Aided MISO ISAC Secure Communications,"Zhengyu Zhu, Mengfei Gong, Gangcan Sun, Peijia Liu, De Mi",2024,Tsinghua Science and Technology,10.26599/tst.2024.9010086,https://doi.org/10.26599/tst.2024.9010086,,,
rec_00753,Algorithm Design and Prototype Validation for Reconfigurable Intelligent Sensing Surface: Forward-Only Transmission,"Cheng Luo, Luping Xiang, Jie Hu, Kun Yang",2025,IEEE Transactions on Wireless Communications,10.1109/twc.2025.3599545,https://doi.org/10.1109/twc.2025.3599545,,,
rec_00148,An autonomous and passive daytime air-turbulence monitor for FSOC link optimization,"Maxime Lamotte, Frédéric Jabet",-,,10.1117/12.2691033,-,,,
rec_00685,An Experimental Proof of Concept for Sensing Using Hybrid Reconfigurable Intelligent Surfaces,"Idban Alamzadeh, Mohammadreza F. Imani",2025,United States National Committee of URSI National Radio Science Meeting,10.23919/USNC-URSINRSM66067.2025.10907069,https://doi.org/10.23919/USNC-URSINRSM66067.2025.10907069,,,
rec_00466,An Integrated Sensing and Communication Architecture using Reconfigurable Intelligent Surfaces for 6G Wireless Networks,"Baiyang Liu, Jinyu Wu, Qingfeng Zhang, Hang Wong",2024,2024 15th Global Symposium on Millimeter-Waves & Terahertz (GSMM),10.1109/GSMM61775.2024.10553124,https://doi.org/10.1109/GSMM61775.2024.10553124,,,
rec_00662,Analysis and Detection of RIS-based Spoofing in Integrated Sensing and Communication (ISAC),"Tingyu Shui, Po-Heng Chou, Walid Saad, Mingzhe Chen",2025,-,-,-,,,
rec_00068,Analysis of Visible Light-Based ISAC Channel Characteristics in a V2V Scenario,"Peiyao Dong, Pan Tang, Yue Yin, Lei Tian, Jianhua Zhang",-,,10.1109/wcnc61545.2025.10978645,-,,,
rec_00041,Application of Integrated Sensing and Communication in Structural Health Monitoring,"Jie Yang, Chao-Kai Wen, Shi Jin",-,,10.1109/wocc61718.2024.10785580,-,,,
rec_00529,Application of Re-Configurable Intelligence Surfaces (RIS) in Cross-Protocol and Multi-Link Communications System,"Hu He, Guoxin Hao, Bin Wen, Hao Jiang",2024,"2024 6th International Conference on Communications, Information System and Computer Engineering (CISCE)",10.1109/CISCE62493.2024.10653396,https://doi.org/10.1109/CISCE62493.2024.10653396,,,
rec_00266,Applications of Reconfigurable Intelligent Surface for Integrated Sensing and Communication,"刘让 Liu, Rang ，罗泓昊, Luo, Honghao ，李明, Li",2022,-,10.1016/b978-0-44-322143-9.00010-2,-,,,
rec_00189,Artificial intelligence in meta-optics,"Mu Ku Chen, Xiaoyuan Liu, Yanni Sun, Din Ping Tsai",2022,Chemical Reviews,10.1021/acs.chemrev.2c00012,https://doi.org/10.1021/acs.chemrev.2c00012,,,
rec_00173,Assessment of adaptive optics-corrected optical links statistics from integrated turbulence parameters through a Gaussian process metamodel,"Emile Klotz, Sidonie Lefebvre, Nicolas Vedrenne, Christian Musso, Sylvain Poulenard, Thierry Fusco",-,,10.1002/sat.1497,-,,,
rec_00215,Avalanche photodiodes with dual multiplication layers and ultra-high responsivity-bandwidth products for FMCW LiDAR system applications,"Zohauddin Ahmad, Sheng-I Kuo, You-Chia Chang, Rui-Lin Chao, None Naseem, Yi-Shan Lee, Yung-Jr Hung, Huang-Ming Chen, Jason Chen, Chee Seong Goh",2021,IEEE Journal of Selected Topics in Quantum Electronics,10.1109/JSTQE.2021.3062637,https://doi.org/10.1109/JSTQE.2021.3062637,,,
rec_00429,Backscatter-Enabled RIS-Assisted NOMA ISAC,"Faraz Nassar, Keshav Singh, S. Prakriya, S. Singh, Chih-Peng Li, Zhiguo Ding",2024,2024 IEEE International Conference on Communications Workshops (ICC Workshops),10.1109/ICCWorkshops59551.2024.10615833,https://doi.org/10.1109/ICCWorkshops59551.2024.10615833,,,
rec_00517,Bayesian Learning for Double-RIS Aided ISAC Systems With Superimposed Pilots and Data,"Xu Gan, Chongwen Huang, Zhaohui Yang, Caijun Zhong, Xiaoming Chen, Zhaoyang Zhang, Qinghua Guo, Chau Yuen, Mérouane Debbah",2024,IEEE Journal on Selected Topics in Signal Processing,10.1109/JSTSP.2024.3408071,https://doi.org/10.1109/JSTSP.2024.3408071,,,
rec_00551,Bayesian Learning-Based ISAC in RIS-Aided MmWave Systems with Superimposed Symbols,"Xu Gan, Zhaohui Yang, Chongwen Huang, Caijun Zhong, Zhaoyang Zhang",2023,2023 IEEE International Conference on Communications Workshops (ICC Workshops),10.1109/ICCWorkshops57953.2023.10283788,https://doi.org/10.1109/ICCWorkshops57953.2023.10283788,,,
rec_00035,Beam Pattern Modulation Embedded mmWave Hybrid Transceiver Design Towards ISAC,"Boxun Liu, Shijian Gao, Zonghui Yang, Xiang Cheng",-,,10.1109/vtc2024-spring62846.2024.10683336,-,,,
rec_00752,Beam Scanning Design and Performance Analysis for Near-Field IRS-Aided Integrated Sensing and Communication Systems,"Langtao Hu, Zhenkun Tan, Lei Wu, Chongwen Huang, Shaoguo Xie, Tianjun He",2025,IEEE Transactions on Green Communications and Networking,10.1109/TGCN.2024.3486770,https://doi.org/10.1109/TGCN.2024.3486770,,,
rec_00219,Beam steering technology of optical phased array based on silicon photonic integrated chip,"Jinyu Wang, Ruogu Song, Xinyu Li, Wencheng Yue, Yan Cai, Shuxiao Wang, Mingbin Yu",2024,Micromachines,10.3390/mi15030322,https://doi.org/10.3390/mi15030322,,,
rec_00609,Beamforming and Reflection Design for Short Packet ISAC With Non-Ideal RIS: An A3C-Based Approach,"Behrad Mahmoudi, Ahmad Khonsari, Farshad Zeinali, Mohammad Robat Mili, Mahdi Boloursaz Mashhadi, Pei Xiao",2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3525525,https://doi.org/10.1109/TVT.2025.3525525,,,
rec_00532,Beamforming Design and Multi-User Scheduling in Transmissive RIS Enabled Distributed Cooperative ISAC Networks with RSMA,"Ziwei Liu, Wen Chen, Qing-Bin Wu, Zhendong Li, Qiong Wu, Nan Cheng, Jun Li",2024,IEEE Transactions on Communications,10.48550/arXiv.2411.10960,https://doi.org/10.48550/arXiv.2411.10960,,,
rec_00568,Beamforming Design for Active IRS-Aided MIMO Integrated Sensing and Communication Systems,"Jin Li, Gui Zhou, Tantao Gong, Nan Liu",2023,IEEE Wireless Communications Letters,10.1109/LWC.2023.3294537,https://doi.org/10.1109/LWC.2023.3294537,,,
rec_00474,Beamforming Design for Hybrid Active-Passive RIS Assisted Integrated Sensing and Communications,"Chikun Liao, Feng Wang, Guojun Han, Yongwei Huang, Vincent K. N. Lau",2023,IEEE Communications Letters,10.1109/LCOMM.2023.3314609,https://doi.org/10.1109/LCOMM.2023.3314609,,,
rec_00722,Beamforming Design for RIS-aided ISAC: Maximizing Weighted Sum of SCNR and SINR,"Jinming Zhang, Chenhao Qi",2024,Global Communications Conference,10.1109/GLOBECOM52923.2024.10901716,https://doi.org/10.1109/GLOBECOM52923.2024.10901716,,,
rec_00423,Beamforming design for RIS-aided MIMO ISAC Systems based on Mutual Information,"Jin Li, Gui Zhou, Tantao Gong, Nan Liu",2024,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications",10.1109/PIMRC59610.2024.10817170,https://doi.org/10.1109/PIMRC59610.2024.10817170,,,
rec_00503,Beamforming Design for Secure RIS-Enabled ISAC: Passive RIS Versus Active RIS,"Vaibhav Kumar, Marwa Chafii",2025,IEEE Transactions on Wireless Communications,10.1109/TWC.2025.3562782,https://doi.org/10.1109/TWC.2025.3562782,,,
rec_00698,Beamforming Design of Dual Intelligent Reflecting Surface Aided ISAC System Based on Cramér-Rao Bound Optimization,"Ziang Fei, Guanghua Lu",2024,2024 7th World Conference on Computing and Communication Technologies (WCCCT),10.1109/WCCCT60665.2024.10541687,https://doi.org/10.1109/WCCCT60665.2024.10541687,,,
rec_00360,Beamforming for 6G ISAC Systems:A Comparative Study of Reconfigurable Holographic Surfaces and Phased Array Antennas,"R. Tharaniya, G. Ananthi, D. Kiruthika, J. Rajeshkumar",2025,2025 International Conference on Advanced Computing Technologies (ICoACT),10.1109/ICoACT63339.2025.11004815,https://doi.org/10.1109/ICoACT63339.2025.11004815,,,
rec_00400,Beamforming for STAR-RIS-Aided Integrated Sensing and Communication Using Meta DRL,"Y. Eghbali, Sajad Faramarzi, Shiva Kazemi Taskou, Mohammad Robat Mili, M. Rasti, Ekram Hossain",2024,IEEE Wireless Communications Letters,10.1109/LWC.2024.3350446,https://doi.org/10.1109/LWC.2024.3350446,,,
rec_00114,Beamforming in Hybrid RIS assisted Integrated Sensing and Communication Systems,"R. Sankar, S. Chepuri",2022,European Signal Processing Conference,10.23919/eusipco55093.2022.9909562,https://doi.org/10.48550/arXiv.2203.05902,,,
rec_00269,Beamforming in Integrated Sensing and Communication Systems With Reconfigurable Intelligent Surfaces,"Student Member Ieee R.S. Prasobh Sankar, Member Ieee Sundeep Prabhakar Chepuri, F. I. Yonina C. Eldar",2022,IEEE Transactions on Wireless Communications,10.1109/TWC.2023.3313938,https://doi.org/10.1109/TWC.2023.3313938,,,
rec_00632,Beamforming Optimization for STAR-RIS-Assisted Integrated Sensing and Communication,"Fangce Zhao, Zhenglun Pan, Xiyue Xia, M. Yuan, Dongxuan He, Huazhou Hou",2025,International Conference on Wireless Communications and Mobile Computing,10.1109/IWCMC65282.2025.11059504,https://doi.org/10.1109/IWCMC65282.2025.11059504,,,
rec_00524,Beyond Diagonal RIS for ISAC Network: Statistical Analysis and Network Parameter Estimation,"T. Nguyen, Georges Kaddoum, Bassant Selim, Chadi Assi",2025,-,10.1109/icc52391.2025.11161081,-,,,
rec_00365,Beyond Diagonal RIS: Key to Next-Generation Integrated Sensing and Communications?,"Tara Esmaeilbeig, Kumar Vijay Mishra, M. Soltanalian",2024,IEEE Signal Processing Letters,10.1109/LSP.2024.3511395,https://doi.org/10.1109/LSP.2024.3511395,,,
rec_00354,Blinding the Wiretapper: RIS-Enabled User Occultation in the ISAC Era,"Getuar Rexhepi, Hyeon Seok Rou, Giuseppe Thadeu Freitas de Abreu, G. C. Alexandropoulos",2025,-,-,-,,,
rec_00523,CAP-Net: A Deep Learning-Based Angle Prediction Approach for ISAC-Enabled RIS-Assisted V2I Communications,"Ruixiang Wang, Fanghao Xia, Jingxuan Huang, Xinyi Wang, Zesong Fei",2022,International Conference on Speech Technology and Human-Computer Dialogue,10.1109/ICCT56141.2022.10072562,https://doi.org/10.1109/ICCT56141.2022.10072562,,,
rec_00713,Cascaded Channel Statistics and Target Detection Analysis for IRS-Assisted ISAC Employing NOMA,"Harsh Raj, B. R. Manoj",2025,National Conference on Communications,10.1109/NCC63735.2025.10982964,https://doi.org/10.1109/NCC63735.2025.10982964,,,
rec_00184,Challenges for optical turbulence characterization and prediction at optical communication sites,"Florian Quatresooz, Gilles Orban De Xivry, Olivier Absil, Danielle Vanhoenacker-Janvier, Claude Oestges",-,,10.1117/12.2691034,-,,,
rec_00052,Channel Characterization and Realization of Mobile Optical Wireless Communications,"Zi-Yang Wu, Muhammad Ismail, Justin Kong, Erchin Serpedin, Jiao Wang",-,,10.1109/tcomm.2020.3009256,-,,,
rec_00540,Channel Estimation with Simultaneous Reflecting and Sensing Reconfigurable Intelligent Metasurfaces,"Haiyang Zhang, Nir Shlezinger, Idban Alamzadeh, G. C. Alexandropoulos, M. Imani, Y. Eldar",2021,International Workshop on Signal Processing Advances in Wireless Communications,10.1109/SPAWC51858.2021.9593172,https://doi.org/10.1109/SPAWC51858.2021.9593172,,,
rec_00102,"Channel Measurement, Modeling, and Simulation for 6G: A Survey and Tutorial","Jianhua Zhang, Jiaxin Lin, Pan Tang, Yuxiang Zhang, Huixin Xu, Tianyang Gao, Haiyang Miao, Zeyong Chai, Zhengfu Zhou, Yi Li, Huiwen Gong, Yameng Liu, Zhiqiang Yuan, Ximan Liu, Lei Tian, Shaoshi Yang, Liang Xia, Guangyi Liu, Ping Zhang",2023,,10.48550/arXiv.2305.16616,-,,,
rec_00103,Circular RIS-Enabled Channel Estimation and Localization for Multi-User ISAC Systems,"Yuxing Lin, Shi Jin, M. Matthaiou, Xinping Yi",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3353858,https://doi.org/10.1109/TWC.2024.3353858,,,
rec_00082,Clock and Carrier Synchronization Using Optical Frequency Combs in Radio Access Networks,"Abdulrahman Alshehry, Amany Kassem, Zhixin Liu, Izzat Darwazeh",-,,10.1109/ict65093.2025.11046275,-,,,
rec_00243,Co-Existence of SiPh Sensing Link and Real World Traffic Over 100 m FSO Link for 6G Deployments,"G Syriopoulos, E Kyria, T Prousali, A Ntanos, A Stathis, P Kourelias, P Toumasis, G Zervos, G Giannoulis, H Poulopoulos, D Avramopoulos,  Apostolopoulos",-,,10.1109/lpt.2025.3554000,-,,,
