record_id,source_db,status,decided_by,decided_at,stage,decision,automation_flag,title,authors,doi_or_id,year,screening_score
rec_00360,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Beamforming for 6G ISAC Systems:A Comparative Study of Reconfigurable Holographic Surfaces and Phased Array Antennas,"R. Tharaniya, G. Ananthi, D. Kiruthika, J. Rajeshkumar",10.1109/ICoACT63339.2025.11004815,2025,2.7
rec_00361,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Transmit Waveform and Passive Beamforming Design for RIS-Aided DFRC Systems,"Rang Liu, Ming Li, Yang Liu, Qing-He Wu, Qian Liu",10.1109/JSTSP.2022.3172788,2021,2.5
rec_00362,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Reconfigurable Intelligent Surfaces: Design, Implementation, and Practical Demonstration","Yijun Feng, Q. Hu, Kai Qu, Weixu Yang, Yilin Zheng, Ke Chen",10.23919/emsci.2022.0011,2023,2.5
rec_00363,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Power Control and Active RIS Design for Energy-Efficient Integrated Sensing and Communications,"Mohamed Rihan, Alessio Zappone, Stefano Buzzi, Emanuele Grossi",10.1109/IEEECONF59524.2023.10476742,2023,2.7
rec_00364,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Nested Tensor-Based Framework for ISAC Assisted by Reconfigurable Intelligent Surface,"Yuan Cheng, Jianhe Du, Jianbo Liu, Libiao Jin, Xingwang Li, D. B. da Costa",10.1109/TVT.2023.3324448,2024,2.7
rec_00365,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Beyond Diagonal RIS: Key to Next-Generation Integrated Sensing and Communications?,"Tara Esmaeilbeig, Kumar Vijay Mishra, M. Soltanalian",10.1109/LSP.2024.3511395,2024,2.7
rec_00366,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Optical Reconfigurable Intelligent Surfaces Aided Optical Wireless Communications: Opportunities, Challenges, And Trends","Haibo Wang, Zaichen Zhang, Bin Zhu, J. Dang, Liang Wu",10.1109/MWC.001.2200604,2023,2.9
rec_00367,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Hybrid Beamforming and RIS Phase Shift Design for RIS-Enabled mmWave ISAC System,"Lu Wang, L. F. Abanto-Leon, A. Asadi",10.1109/TVT.2025.3537323,2022,2.7
rec_00368,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Mode Selection and Beamforming Designs for Hybrid-RIS Assisted ISAC Systems,"Yingbin Lin, Feng Wang, Xiao Zhang, Guojun Han, Vincent K. N. Lau",10.48550/arXiv.2412.04210,2024,2.7
rec_00369,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Security-Ensured Integrated Sensing and Communication (ISAC) Systems Enabled by Phase-Coupled Intelligent Omni-Surfaces (IOS),"Wenlong Sun, Shaohui Sun, Xin Su, Rongke Liu",10.1109/TWC.2023.3308973,2024,2.9
rec_00370,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-assisted ISAC Systems for Industrial Revolution 6.0: Exploring the Near-field and Far-field Coexistence,"Seonghoon Yoo, Jaemin Jung, Seongah Jeong, Jinkyu Kang, Markku Juntti, Joonhyuk Kang",-,2025,2.7
rec_00371,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Design for STAR-RIS Aided ISAC: Decoupling or Learning,"Jifa Zhang, Shiqi Gong, Weidang Lu, Chengwen Xing, Nan Zhao, Derrick Wing Kwan Ng, Dusist Niyato",10.1109/TWC.2024.3413089,2024,2.7
rec_00372,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A Multi-Functional Reconfigurable Intelligent Surface with Integrated Sensing Capability,"M. B. Sahin, O. Civi",10.1109/AP-S/INC-USNC-URSI52054.2024.10686983,2024,2.5
rec_00373,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical Integrated Sensing and Communication with Light-Emitting Diode,"Runxin Zhang, Yulin Shao, Menghan Li, Lu Lu, Y. Eldar",10.1109/ICCWorkshops59551.2024.10615407,2024,2.7
rec_00374,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Design of ISAC Directional Modulation Exploring Reconfigurable Intelligent Surface,"Jiyuan Fan, Bo Zhang, Baoju Zhang, Yuan Ding, Taekon Kim, Maolin Lin",10.1109/ICCC62609.2024.10942207,2024,2.7
rec_00375,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Resource Allocation for IRS Assisted mmWave Integrated Sensing and Communication Systems,"Zhengyu Zhu, Zheng Li, Zheng Chu, Gangcan Sun, Wanming Hao, Pei Xiao, Inkyu Lee",10.1109/ICC45855.2022.9838546,2022,2.7
rec_00376,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted Full-Duplex Integrated Sensing and Communication,"Quang Nhat Le, Van-Dinh Nguyen, O. Dobre, Hyundong Shin",10.1109/LWC.2023.3285391,2023,2.7
rec_00377,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Enhancing Battlefield Awareness: An Aerial RIS-assisted ISAC System with Deep Reinforcement Learning,"Hyunsang Cho, Seonghoon Yoo, Bang Chul Jung, Joonhyuk Kang",10.1109/MILCOM61039.2024.10774028,2024,2.7
rec_00378,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Electrically addressable integrated intelligent terahertz metasurface,"Benwen Chen, Xinru Wang, Weili Li, Chun Xing Li, Zhaosong Wang, Hangbin Guo, Jingbo Wu, K. Fan, Caihong Zhang, Yunbin He, B. Jin, Jian Chen, Peiheng Wu",10.1126/sciadv.add1296,2022,2.7
rec_00379,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,STAR-RIS Aided Secure NOMA Integrated Sensing and Communication,"Wenjing Wei, Xiaowei Pang, Chengwen Xing, Nan Zhao, Dusist Niyato",10.1109/TWC.2024.3374728,2024,2.7
rec_00380,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted Integrated Sensing and Covert Communication Design,"Langtao Hu, Rui Yang, Lei Wu, Chongwen Huang, Yu’e Jiang, Li Chen, Xiaobo Zhou",10.1109/JIOT.2024.3354247,2024,2.7
rec_00381,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming and Position Optimization for Fluid RIS-aided ISAC Systems,"Jun-qing Ye, Peichan Zhang, Xiao-Peng Li, Lei Huang, Yuanwei Liu",10.1109/twc.2024.3434963,2025,2.7
rec_00382,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Pair Scheduling and Beamforming in STAR-RIS Empowered ISAC Networks,"Yu Xu, Fahui Wu, Yixuan Zou, Dingcheng Yang, Yuanwei Liu",10.1109/TVT.2024.3416110,2024,2.7
rec_00383,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Rate Splitting and Beamforming Design for RSMA-RIS-Assisted ISAC System,"Zhengchuan Chen, Jing Wang, Zhong Tian, Min Wang, Yunjian Jia, Tony Q. S. Quek",10.1109/LWC.2023.3324951,2024,2.7
rec_00384,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming Design for Hybrid RIS-Assisted mmWave ISAC System Relying on Hybrid Precoding Structure,"Wanming Hao, Yongchao Qu, Shuang Zhou, Fang Wang, Zhaoming Lu, Shouyi Yang",10.1109/JIOT.2024.3390134,2024,2.5
rec_00385,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A Reconfigurable Intelligent Surface Aided Dual-Function Radar and Communication System,"Shucheng Yan, Shu Cai, Wenchao Xia, Jun Zhang, Shuqiang Xia",10.1109/JCS54387.2022.9743509,2022,2.7
rec_00386,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Enhancing ISAC Network Throughput Using Beyond Diagonal RIS,"Zengrui Liu, Yang Liu, Shanpu Shen, Qingqing Wu, Qingjiang Shi",10.1109/LWC.2024.3386155,2024,2.7
rec_00387,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated Sensing and Communication With STAR-RIS Over High Mobility Scenario,"Muye Li, Shunde Zhang, Yao Ge, Zan Li, Feifei Gao, Guangjie Han, Pingzhi Fan",10.1109/GLOBECOM54140.2023.10437624,2023,2.7
rec_00388,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Multi-user ISAC through Stacked Intelligent Metasurfaces: New Algorithms and Experiments,"Ziqing Wang, Hongzheng Liu, Jianan Zhang, Rujing Xiong, Kai Wan, Xuewen Qian, M. D. Renzo, R. C. Qiu",10.1109/GLOBECOM52923.2024.10901440,2024,2.7
rec_00389,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Sensing-Based Beamforming Design for Joint Performance Enhancement of RIS-Aided ISAC Systems,"Xi Qian, Xiaoling Hu, Chenxi Liu, M. Peng, C. Zhong",10.1109/TCOMM.2023.3299980,2023,2.7
rec_00390,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Stacked-Intelligent-Surface-Assisted MIMO Integrated Sensing and Communication,"Omran Abbas, Loïc Markley, Anas Chaaban",10.1109/MNET.2024.3495664,2025,2.7
rec_00391,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,The Emergence of Multi-Functional and Hybrid Reconfigurable Intelligent Surfaces for Integrated Sensing and Communications -A Survey,"A. Tishchenko, M. Khalily, Arman Shojaeifard, Fraser Burton, Emil Björnson, Marco Di Renzo, R. Tafazolli",10.1109/comst.2024.3519785,2025,2.7
rec_00392,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Multi-IRS-Enabled Integrated Sensing and Communications,"Yuan Fang, Siyao Zhang, Xinmin Li, Jie Xu, Shuguang Cui",10.1109/TCOMM.2024.3387870,2023,2.7
rec_00393,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"STAR-RIS for Integrated Communication, Computing, and Sensing","Zahra Rahimian Omam, A. Bagheri, S. Danesh, S. Hosseininejad, O. Yurduseven, Mohsen Khalily",10.23919/EuCAP63536.2025.10999942,2025,2.7
rec_00394,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming Design for Secure Transmission in STAR-RIS Aided ISAC,"Wenjing Wei, Xiaowei Pang, Chengwen Xing, Nan Zhao, D. Niyato",10.1109/ICC51166.2024.10623132,2024,2.7
rec_00395,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated Sensing and Communication for Wireless Extended Reality (XR) With Reconfigurable Intelligent Surface,"Teng Ma, Yue Xiao, Xia Lei, Ming Xiao",10.1109/JSTSP.2023.3304846,2023,2.7
rec_00396,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Exclude,manual,Reconfigurable Intelligent Surfaces For Wireless Communications,S. Zainud-Deen,10.1109/nrsc57219.2022.9971201,2022,1.4
rec_00397,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming Design for STAR-RIS Enabled ISAC System With Statistical CSI,"Yilong Liu, Jun Zhang, Yu Han, Shi Jin, Xiao Li, Yiyang Ni",10.1109/TVT.2025.3562910,2025,2.7
rec_00398,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A Dual-Function Radar-Communication System Empowered by Beyond Diagonal Reconfigurable Intelligent Surface,"Bowen Wang, Hongyu Li, Shanpu Shen, Ziyang Cheng, B. Clerckx",10.1109/TCOMM.2024.3447917,2023,2.7
rec_00399,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"A Survey on Integrated Sensing and Communication: Integrated System of RIS, UAV, Multiple Access","Donghyun Lee, Yunseong Lee, Chihyun Song, Junsuk Oh, The-Vi Nguyen, Sungrae Cho",10.1109/ICAIIC64266.2025.10920855,2025,2.5
rec_00400,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Beamforming for STAR-RIS-Aided Integrated Sensing and Communication Using Meta DRL,"Y. Eghbali, Sajad Faramarzi, Shiva Kazemi Taskou, Mohammad Robat Mili, M. Rasti, Ekram Hossain",10.1109/LWC.2024.3350446,2024,2.7
rec_00401,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,CRB Minimization for RIS-Aided mmWave Integrated Sensing and Communications,"Wanting Lyu, Songjie Yang, Yue Xiu, Ya Li, Hongjun He, Chau Yuen, Zhongpei Zhang",10.1109/JIOT.2024.3361939,2024,2.5
rec_00402,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Mode Selection and Beamforming Designs for Hybrid-RIS-Assisted ISAC Systems,"Yingbin Lin, Feng Wang, Xiao Zhang, Guojun Han, Vincent K. N. Lau",10.1109/LWC.2025.3553891,2025,2.7
rec_00403,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Low Dynamic Range for RIS-Aided Bistatic Integrated Sensing and Communication,"Ahmad Bazzi, Marwa Chafii",10.1109/JSAC.2025.3531533,2024,2.7
rec_00404,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,A reconfigurable intelligent surface with integrated sensing capability,"Idban Alamzadeh, G. C. Alexandropoulos, Nir Shlezinger, M. Imani",10.1038/s41598-021-99722-x,2021,2.7
rec_00405,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted Joint Uplink Communication and Imaging: Phase Optimization and Bayesian Echo Decoupling,"Shengyu Zhu, Zehua Yu, Qinghua Guo, Jinshan Ding, Q. Cheng, T. Cui",-,2023,2.9
rec_00406,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Location Sensing and Beamforming Design for IRS-Enabled Multi-User ISAC Systems,"Zhouyuan Yu, Xiaoling Hu, Chenxi Liu, M. Peng, C. Zhong",10.1109/TSP.2022.3217353,2022,2.7
rec_00407,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Low Complexity Joint Detection and Estimation for MIMO RIS-ISAC Systems,"Nathanael Danso-Ntiamoah, Aseni Jayarathne, Ibrahim Al-Nahhal, O. Dobre, Hyundong Shin",10.1109/LWC.2024.3524883,2025,2.7
rec_00408,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optical Integrated Sensing and Communication,"Runxin Zhang, Yulin Shao, Menghan Li, Lu Lu",10.48550/arXiv.2305.04395,2023,2.9
rec_00409,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming Optimization for RIS-Aided ISAC Security Systems,"Jiahui Hao, Xuerong Zhao, Zhe Sun, Yongkang Wang, Gonghao Cui, Yunhui Yi",10.1109/WCCCT65447.2025.11027929,2025,2.7
rec_00410,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Multi-Band Reconfigurable Holographic Surface Based ISAC Systems: Design and Optimization,"Jingzhi Hu, Zhe Chen, Jun Luo",10.1109/ICC45041.2023.10279416,2023,2.7
rec_00411,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Holographic Intelligence Surface Assisted Integrated Sensing and Communication,"Zhuoyang Liu, Yuchen Zhang, Haiyang Zhang, Feng Xu, Y. Eldar",10.1109/gcwkshps58843.2023.10464571,2024,2.9
rec_00412,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Secure Integrated Sensing and Communication Via Intelligent Reflecting Surface,"Meng Hua, Qingqing Wu, Wen Chen",10.1109/GLOBECOM54140.2023.10437309,2023,2.7
rec_00413,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"On the Optimality of Reconfigurable Intelligent Surfaces (RISs): Passive Beamforming, Modulation, and Resource Allocation","Minchae Jung, W. Saad, M. Debbah, C. Hong",10.1109/TWC.2021.3058366,2019,2.5
rec_00414,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Quantized Precoding and RIS-Assisted Modulation for Integrated Sensing and Communications Systems,"R. Sankar, S. Chepuri",10.1109/ICASSP49357.2023.10096143,2022,2.7
rec_00415,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Aided OTFS: A Novel ISAC Scheme for Achieving Real-Time Communication and Sensing,"Zhongjie Li, W. Yuan, Zexuan Jing, Junsheng Mu, N. Wu, Zhiyun Lin",10.1145/3597065.3597448,2023,2.7
rec_00416,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Sensing via Orthogonal Time Frequency Space Signalling and Reconfigurable Intelligent Surface,"Ali Parchekani, S. Valaee",10.1109/PIMRC54779.2022.9977859,2022,2.5
rec_00417,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Dual Dielectric Metasurface for Simultaneous Sensing and Reconfigurable Reflections,"Mahesh Birari, D. S. Nagarkoti, A. Katsounaros, Hruday Kumar Reddy Mudireddy, Jagannath Malik, G. C. Alexandropoulos",10.23919/EuCAP63536.2025.10999925,2025,2.5
rec_00418,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Active and Passive Beamforming Design for IRS-aided MIMO ISAC Based on Sensing Mutual Information,"Jin Li, Gui Zhou, Tantao Gong, Nan Liu, Rui Zhang",10.1109/pimrc59610.2024.10817170,2024,2.7
rec_00419,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Robust Beamforming Design for RIS-Aided Integrated Sensing and Communication System,"Mingan Luan, Bo Wang, Zheng Chang, Timo Hämäläinen, Fengye Hu",10.1109/TITS.2023.3248145,2023,2.7
rec_00420,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Robust Joint Active-Passive Beamforming Design for IRS-Assisted ISAC Systems,"Mahmoud Alaaeldin, E. Alsusa, Karim G. Seddik, C. Masouros, Iman Valiulahi",-,2023,2.7
rec_00421,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrated Sensing and Communication Beamforming Design in RIS-Assisted Symbiotic Radio System,"Yangfan Wang, Xin Wang",10.3390/electronics14102016,2025,2.7
rec_00422,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint DFBS Beamforming and HRIS Beamforming for HRIS-Aided ISAC Systems,"Wenkang He, Chunjing Hu, Yongqing Xu, Yong Li",10.1109/ICCC62479.2024.10681695,2024,2.7
rec_00423,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Beamforming design for RIS-aided MIMO ISAC Systems based on Mutual Information,"Jin Li, Gui Zhou, Tantao Gong, Nan Liu",10.1109/PIMRC59610.2024.10817170,2024,2.7
rec_00424,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Power Minimization for ISAC System Using Beyond Diagonal Reconfigurable Intelligent Surface,"Zhaohui Guang, Yang Liu, Qingqing Wu, Wei Wang, Qingjiang Shi",10.1109/TVT.2024.3385633,2024,2.7
rec_00425,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Beamforming for RIS Aided Full-Duplex Integrated Sensing and Uplink Communication,"Yuanchen Guo, Yang Liu, Qing-He Wu, Xin Zeng, Qingjiang Shi",10.1109/ICC45041.2023.10279303,2023,2.7
rec_00426,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint Localization and Information Transfer for RIS Aided Full-Duplex Systems,"Z. Shao, Xiaojun Yuan, W. Zhang, M. Di Renzo",10.1109/GLOBECOM48099.2022.10001508,2022,2.7
rec_00427,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,STAR-RIS Enabled ISAC Systems: Joint Rate Splitting and Beamforming Optimization,"Yuan Liu, Ruichen Zhang, Ruihong Jiang, Yongdong Zhu, Huimin Hu, Qiang Ni, Zesong Fei, D. Niyato",10.48550/arXiv.2411.09154,2024,2.7
rec_00428,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted Integrated Sensing and Symbiotic Radio Systems,"Bin Lyu, Haofan Du, Meng Hua, Changsheng You, Ziwei Liu",10.1109/LWC.2025.3535775,2025,2.7
rec_00429,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Backscatter-Enabled RIS-Assisted NOMA ISAC,"Faraz Nassar, Keshav Singh, S. Prakriya, S. Singh, Chih-Peng Li, Zhiguo Ding",10.1109/ICCWorkshops59551.2024.10615833,2024,2.7
rec_00430,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Joint UAV Trajectory and Beamforming Design for RIS-aided Integrated Sensing and Communication System,"Chen Dai, Tianyu Wu, Guozi Sun, Yiping Zuo, Zhengxin Guo, Fu Xiao",10.1109/INFOCOMWKSHPS61880.2024.10620899,2024,2.7
rec_00431,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Nested Tensor-Based Integrated Sensing and Communication in RIS-Assisted THz MIMO Systems,"Jianhe Du, Yuan Cheng, Libiao Jin, Shufeng Li, Feifei Gao",10.1109/TSP.2024.3359323,2024,2.9
rec_00432,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Achievable Sum Secrecy Rate of STAR-RIS-Enabled MU-MIMO ISAC,"Ainara Kazymova, Vaibhav Kumar, Christina Popper, Marwa Chafii",10.1109/iccworkshops67674.2025.11162192,2025,2.7
rec_00433,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Sensing-Assisted Communication in Vehicular Networks With Intelligent Surface,"Kaitao Meng, Qingqing Wu, Wen Chen, Deshi Li",10.1109/TVT.2023.3307100,2022,2.7
rec_00434,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted Joint Waveform Design for PAPR-Aware AAV-Enabled Integrated Sensing and Communication,"Meng Gu, Yaxi Liu, Boxin He, Huangfu Wei, Keping Long",10.1109/TVT.2025.3543634,2025,2.7
rec_00435,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Integrating Sensing and Communications: Simultaneously Transmitting and Reflecting Digital Coding Metasurfaces: A successful convergence of physics and signal processsing [Special Issue on Signal Processing for the Integrated Sensing and Communications Revolution],"Francesco Verde, Vincenzo Galdi, Lei Zhang, Tie Jun Cui",10.1109/MSP.2024.3471069,2024,2.7
rec_00436,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optimizing Reconfigurable Intelligent Surface-Assisted Integrated Sensing and Communication Systems,"Mohamed I. Ismail, Abdullah M. Shaheen, Mostafa M. Fouda, Ahmed S. Alwakeel",10.1109/VCC60689.2023.10474986,2023,2.7
rec_00437,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,STAR-RIS Transceivers: Integrated Sensing and Communication with Pulsed Signals,"Hedieh Taremizadeh, E. Grossi, L. Venturino",-,2025,2.7
rec_00438,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Hybrid-RIS Empowered UAV-Aided ISAC Systems,"Prajwalita Saikia, Anand Jee, Keshav Singh, Theodoros A. Tsiftsis, Alexandros–Apostolos A. Boulogeorgos",10.1109/VTC2024-Fall63153.2024.10757581,2024,2.7
rec_00439,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,RIS-Assisted Integrated Sensing and Communication Systems: Joint Reflection and Beamforming Design,"Mohamed I. Ismail, A. Shaheen, Mostafa M. Fouda, Ahmed S. Alwakeel",10.1109/OJCOMS.2024.3353770,2024,2.7
rec_00440,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Wave-Controlled Metasurface-Based Reconfigurable Intelligent Surfaces,"E. Ayanoglu, F. Capolino, A. L. Swindlehurst",10.1109/MWC.005.2100401,2022,2.7
rec_00441,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Multiple Access for Spectral Efficient Active RIS-Aided ISAC Systems,"Kun–Lin Jiang, S. Pala, Soumen Mondal, Keshav Singh, Chih-Peng Li",10.1109/WCNC61545.2025.10978247,2025,2.7
rec_00442,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Hybrid RIS-Assisted MIMO Integrated Sensing and Communication System,"Zhuoyang Liu, Haiyang Zhang, Tianyao Huang, Feng Xu, Y. Eldar",10.1109/GCWkshps58843.2023.10464571,2023,2.7
rec_00443,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Communications-Centric Secure ISAC with Hybrid Reconfigurable Intelligent Surfaces,"Ioannis Gavras, George C. Alexandropoulos",-,2025,2.7
rec_00444,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Near-field ISAC for A RIS-assisted System,"Na Xue, Xidong Mu, Yue Chen, Yuanwei Liu",10.1109/GLOBECOM52923.2024.10901485,2024,2.7
rec_00445,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,AI-Enabled STAR-RIS Aided MISO ISAC Secure Communications,"Zhengyu Zhu, Mengfei Gong, Gangcan Sun, Peijia Liu, De Mi",10.26599/tst.2024.9010086,2024,2.7
rec_00446,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,STAR-RIS-Assisted Communication Radar Coexistence: Analysis and Optimization,"Anastasios K. Papazafeiropoulos, P. Kourtessis, S. Chatzinotas",10.1109/TVT.2024.3394521,2024,2.7
rec_00447,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Performance Optimization for STAR-RIS-Aided Integrated Sensing and Communication Systems,"Xiaolong Wu, Xueyan Cao, Shubin Wang",10.1109/WCNC61545.2025.10978152,2025,2.7
rec_00448,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Multi-Beam Integrated Sensing and Communication: State-of-the-Art, Challenges and Opportunities","Yinxiao Zhuo, Tianqi Mao, Haojin Li, Chen Sun, Zhaocheng Wang, Zhu Han, Sheng Chen",10.1109/MCOM.001.2300634,2024,2.5
rec_00449,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Detecting Angle of Arrival on a Hybrid RIS Using Intensity-Only Data,"Idban Alamzadeh, M. Imani",10.1109/LAWP.2023.3288123,2023,2.9
rec_00450,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,Optimal Beamforming Design for ISAC with Sensor-Aided Active RIS,"Ahmed Magbool, Vaibhav Kumar, M. Flanagan",10.1109/WCNC61545.2025.10978434,2024,2.7
rec_00451,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"The ISAC systems aided by MIMO, RIS and with Beamforming Techniques","Rafael Augusto Pedriali, Isadora Martines Ferreira, José Carlos Marinello, Taufik Abrão",10.48550/arXiv.2505.03090,2025,2.5
rec_00452,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,On the Secrecy-Sensing Optimization of RIS-assisted Full-Duplex Integrated Sensing and Communication Network,"Elmehdi Illi, Ahmad Bazzi, Marwa K. Qaraqe, Ali Ghrayeb",-,2025,2.7
rec_00453,Elicit,completed,reviewer,2025-10-06 18:21:39.137537,screening,Include,manual,"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges","Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/IOTM.001.2300196,2023,2.7
